,host_id,host_response_time,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,availability_365,number_of_reviews_l30d,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,county,essentials,other_amenities,bathrooms_number,number_host_verifications,host_experience,annual_listing_revenue
6141,66224640,0,99,1,47,1,0,5,2,4,356,2,4.67,1,36,0.75,1,1,23,2.0,9,5,14760.899999999998
6142,57761801,0,99,0,39,1,0,2,1,1,118,0,4.15,1,39,0.76,1,1,14,1.0,5,5,1089.0
6143,356422073,0,99,0,1,1,2,2,1,1,285,2,4.72,0,4,1.49,1,1,29,1.0,6,1,1566.0
6144,344511464,0,53,0,12,1,0,6,2,3,290,2,4.43,0,5,1.7,1,1,26,1.5,6,1,123369.75
6145,46591369,0,100,1,1,0,0,6,3,3,205,2,4.82,1,2,2.3,1,1,39,2.0,4,6,74250.0
6146,69874782,0,91,1,3,1,0,8,4,7,3,3,4.84,1,5,2.27,1,1,64,3.5,6,5,56591.99999999999
6147,174780501,0,100,0,116,1,2,6,1,3,313,0,4.76,1,111,1.26,1,1,38,1.0,5,3,38603.24999999999
6148,110194103,0,96,0,2,1,0,6,3,4,105,1,4.76,1,1,1.32,1,1,55,3.0,5,4,117509.4
6149,1024870,0,100,1,0,1,0,6,3,3,98,2,5.0,0,1,1.71,1,1,49,2.5,6,10,33132.0
6150,5611017,0,98,0,18,1,0,4,1,1,47,2,4.71,1,18,0.47,1,1,31,1.5,8,8,4266.0
6151,5611017,0,98,0,18,1,0,3,1,2,22,2,4.82,1,18,0.71,1,1,29,1.0,8,8,65565.0
6152,169849705,0,93,0,18,1,0,4,1,1,150,1,4.56,0,18,1.19,1,1,18,1.0,7,3,15240.0
6153,115666160,0,86,0,6,0,0,14,5,7,236,2,4.8,0,5,1.89,1,1,33,5.0,2,4,86629.5
6154,115666160,0,86,0,6,0,0,6,2,3,252,3,4.67,0,5,0.98,1,1,36,2.0,2,4,8280.0
6155,29400504,0,88,1,15,1,0,2,1,1,121,2,4.85,1,12,3.11,1,1,36,1.0,8,6,18081.0
6156,29400504,0,88,1,15,1,0,2,1,1,110,3,4.82,1,12,3.5,1,1,31,1.0,8,6,23322.0
6157,264969931,0,100,1,0,1,0,3,1,2,219,6,4.87,1,4,6.55,1,1,58,1.0,4,2,27360.0
6158,1833853,0,96,0,157,1,0,6,2,3,142,0,3.83,1,152,0.69,1,1,37,2.0,10,9,50581.799999999996
6159,1833853,0,96,0,157,1,0,2,1,1,157,1,5.0,1,152,1.0,1,1,35,1.0,10,9,6540.0
6160,1833853,0,96,0,157,1,0,6,2,3,157,0,3.25,1,152,0.47,1,1,40,2.0,10,9,35700.0
6161,1833853,0,96,0,157,1,0,2,1,2,166,0,4.0,1,152,0.32,1,1,23,1.0,10,9,7548.0
6162,107464799,0,91,1,0,1,0,6,3,4,315,1,4.74,0,1,1.61,1,1,46,2.0,7,5,56880.0
6163,184411898,0,97,0,4,1,2,2,1,1,332,0,4.6,1,4,1.17,1,1,22,1.0,2,3,2310.75
6164,2277277,0,63,0,1,1,0,6,2,3,242,1,4.67,0,1,0.58,1,1,57,2.0,7,9,28800.0
6165,57761801,0,99,0,39,1,0,2,1,1,118,1,4.13,1,39,1.22,1,1,13,1.0,5,5,1452.0
6166,6493333,0,76,0,2,1,0,4,1,1,215,0,4.0,0,2,0.08,1,1,19,1.0,8,8,231.0
6168,182776864,0,79,0,6,1,0,4,2,2,337,0,4.0,0,6,0.12,1,1,34,2.0,7,3,8955.0
6169,293259172,0,89,0,0,1,0,4,2,3,141,0,4.62,1,2,0.78,1,1,27,2.5,7,2,10800.0
6170,27436172,2,100,0,2,1,0,2,1,2,311,1,4.77,0,1,1.86,1,1,31,1.0,5,6,61582.5
6171,174780501,0,100,0,116,1,0,2,1,1,350,2,4.48,1,111,2.75,1,1,27,1.0,5,3,53683.35
6172,184411898,0,97,0,4,1,2,2,1,1,335,0,3.73,1,4,0.67,1,1,26,1.0,2,3,1883.25
6173,57761801,0,99,0,39,1,0,2,1,1,118,0,4.5,1,39,0.59,1,1,12,1.0,5,5,907.5
6174,151397468,0,100,0,707,0,0,4,2,2,327,0,4.0,1,1,0.6,1,1,29,2.0,3,4,13584.0
6176,358040089,0,100,1,0,0,0,12,4,6,255,2,4.91,1,3,3.56,1,1,51,3.0,2,1,96585.0
6177,309740603,0,95,0,24,1,0,4,1,2,290,0,4.9,0,23,0.68,1,1,39,1.0,6,2,9691.5
6178,309740603,0,95,0,24,1,0,4,1,2,243,3,4.72,1,23,2.36,1,1,39,1.0,6,2,36322.5
6179,292636740,0,100,1,5,1,0,6,1,2,1,2,4.86,1,2,2.54,1,1,61,1.0,4,2,21042.45
6180,358040089,0,100,1,0,0,0,12,4,5,260,0,4.88,1,3,3.61,1,1,53,4.0,2,1,117450.0
6181,66514811,0,100,0,2,1,0,5,1,6,267,0,4.57,1,2,0.5,1,1,38,1.0,6,5,2565.0
6183,72919541,0,93,1,2,0,2,1,1,1,171,6,4.9,0,1,6.52,1,1,28,1.0,3,5,7350.0
6184,63824862,0,100,0,68,1,0,4,2,2,65,3,4.7,1,68,4.32,1,1,42,1.0,7,5,18067.5
6185,149230562,0,93,0,34,1,0,3,1,2,34,4,4.4,1,13,3.87,1,1,26,1.0,9,4,20172.0
6186,264969931,0,100,1,0,1,0,4,1,2,225,6,4.63,1,4,5.96,1,1,44,1.0,4,2,17538.0
6187,66224640,0,99,1,47,1,0,4,1,2,353,0,4.89,1,36,0.6,1,1,22,1.0,9,5,8871.449999999999
6188,50280019,1,83,1,2,1,0,2,1,3,34,0,4.62,0,2,2.08,1,1,16,1.0,7,6,6480.0
6189,328855386,0,100,0,0,1,2,1,1,1,358,0,4.0,0,1,0.3,1,1,11,1.0,4,1,97.5
6190,57761801,0,99,0,39,1,0,2,1,1,118,1,4.38,1,39,0.48,1,1,13,1.0,5,5,1470.0
6191,43764659,0,75,0,2,1,0,8,4,5,105,0,4.62,0,1,0.79,1,1,20,3.0,5,6,37042.5
6192,57761801,0,99,0,39,1,0,2,1,1,118,2,4.8,1,39,0.6,1,1,12,1.0,5,5,1260.0
6193,360932943,0,98,0,0,1,0,6,2,5,116,2,4.68,0,1,1.87,1,1,45,1.0,4,1,9000.0
6194,358040089,0,100,1,0,0,0,12,4,6,249,2,4.74,1,3,2.46,1,1,64,3.5,2,1,72819.0
6195,429973,0,57,1,4,1,0,10,4,5,354,0,4.81,0,3,0.97,1,1,77,3.0,6,10,12333.3
6196,156208082,0,100,0,18,1,0,5,1,2,78,4,4.52,1,5,4.05,1,1,48,1.5,9,4,19116.0
6197,58485955,2,57,0,7,1,0,8,3,5,355,0,4.33,0,7,0.21,1,1,16,2.5,8,5,8400.0
6198,68387129,0,100,1,1,1,0,4,1,4,235,0,4.93,1,1,3.28,1,1,51,1.0,4,5,21390.0
6199,47659811,1,50,0,0,1,0,1,1,1,158,0,5.0,0,1,0.08,1,1,31,1.0,5,6,4417.5
6200,149230562,0,93,0,34,1,0,3,1,2,31,1,4.68,0,13,3.83,1,1,26,1.0,9,4,21120.0
6201,149230562,0,93,0,34,1,0,3,1,2,33,3,4.67,0,13,3.29,1,1,23,1.0,9,4,11529.0
6203,38786680,0,61,0,13,1,0,3,1,2,0,0,4.33,0,5,0.37,1,1,9,1.0,8,6,1323.0
6204,299584892,0,91,1,6,1,2,2,1,2,268,0,4.67,0,6,0.57,1,1,25,1.0,5,2,495.0
6205,16721304,0,65,0,44,1,0,6,2,3,146,1,4.17,0,14,1.8,1,1,21,1.0,9,7,9072.0
6206,16721304,0,65,0,44,1,0,6,2,3,117,0,3.69,0,14,1.57,1,1,43,1.0,9,7,10206.0
6207,299584892,0,91,1,6,1,2,1,1,1,269,0,5.0,0,6,0.32,1,0,31,1.0,5,2,351.0
6209,29537330,0,90,1,27,1,0,4,1,2,344,0,4.71,0,24,2.02,1,1,44,1.0,7,6,37425.0
6210,194953121,0,99,0,7833,1,0,4,1,2,258,2,4.9,1,6,0.82,1,1,27,1.0,7,3,22500.0
6211,193204575,1,91,0,11,0,0,8,3,5,321,1,4.63,1,11,0.52,1,1,35,2.0,4,3,8506.8
6212,149230562,0,93,0,34,1,0,3,1,2,30,2,4.72,0,13,3.19,1,1,24,1.0,9,4,20604.0
6214,356422073,0,99,0,1,1,2,2,1,1,243,3,4.86,0,4,1.5,1,1,31,1.0,6,1,1566.0
6215,2609518,0,100,0,10,1,0,2,1,1,151,0,4.62,1,10,2.05,1,1,47,1.0,6,9,11700.0
6216,45847104,0,99,0,5,1,0,6,2,3,1,0,4.83,1,8,0.71,1,1,20,2.0,8,6,4374.0
6217,361398579,0,99,0,29,1,0,2,1,1,346,0,4.83,1,31,0.64,1,1,31,1.0,6,1,5076.0
6218,53676377,0,98,1,3,1,0,16,3,6,305,0,4.8,0,4,1.53,1,1,73,2.0,6,5,14178.0
6219,174780501,0,100,0,116,1,0,4,1,2,319,1,4.43,1,111,1.77,1,1,34,1.0,5,3,35910.0
6220,193204575,1,91,0,11,0,0,8,3,5,262,0,4.67,1,11,0.93,1,1,17,2.0,4,3,10692.15
6221,362201832,0,93,0,0,1,0,6,3,3,293,0,4.6,0,1,0.73,1,1,51,2.5,2,1,11812.5
6223,176984504,0,89,0,16,1,3,1,1,1,361,0,4.0,0,19,0.43,1,1,10,2.0,7,3,210.0
6224,176984504,0,89,0,16,1,3,1,1,1,361,0,5.0,0,19,0.25,1,1,10,2.0,7,3,105.0
6225,226729748,0,99,1,0,1,0,2,1,1,188,3,4.92,1,2,4.99,1,1,52,1.0,6,3,18592.5
6226,182222396,0,100,0,1,1,2,2,1,1,46,0,4.0,0,1,0.51,1,1,18,1.0,6,3,1680.0
6227,35146313,0,91,1,0,1,0,5,2,3,230,1,4.67,0,1,1.71,1,1,29,2.0,4,6,51187.5
6228,14324932,0,89,0,37,1,2,4,1,1,265,1,4.75,1,35,0.79,1,1,26,1.0,4,7,1785.0
6229,362880053,0,99,0,0,0,0,2,1,2,12,5,4.84,1,1,4.36,1,1,50,1.0,2,1,10902.0
6230,362940122,0,100,1,0,0,0,4,1,2,187,1,5.0,1,1,1.27,1,1,36,1.0,2,1,16575.0
6231,120251043,0,100,1,0,1,0,8,4,5,301,1,5.0,0,2,1.64,1,1,59,2.5,6,4,82194.0
6232,40026590,0,89,1,2,0,0,7,3,4,232,1,4.75,1,2,1.75,1,1,52,2.0,3,6,27000.0
6233,317521610,1,69,0,2,1,0,4,1,1,31,0,4.0,0,1,0.63,1,1,13,1.5,6,2,9555.0
6234,38153548,0,92,0,5,1,0,4,2,2,230,0,5.0,0,1,0.12,1,1,49,2.0,5,6,6075.0
6235,195174331,0,100,1,0,1,0,8,3,5,240,3,4.93,1,2,2.76,1,1,51,2.0,4,3,96789.0
6236,193284093,0,100,0,1,1,2,2,1,1,18,1,5.0,1,1,1.88,1,1,18,1.0,6,3,3037.5
6237,335434730,0,98,1,27,1,0,4,1,1,153,2,4.71,0,26,0.87,1,1,33,1.0,6,1,6326.25
6238,335434730,0,98,1,27,1,2,4,1,2,155,0,4.0,0,26,0.2,1,1,25,1.0,6,1,2497.5
6239,335434730,0,98,1,27,1,0,6,2,3,228,0,4.8,0,26,1.15,1,1,34,2.0,6,1,25830.0
6240,335434730,0,98,1,27,1,0,2,1,1,144,5,4.87,0,26,1.59,1,1,34,1.0,6,1,11880.0
6241,335434730,0,98,1,27,1,2,4,1,2,160,2,4.29,0,26,0.87,1,1,26,1.0,6,1,745773.5999999999
6243,340052040,0,84,0,5,1,0,16,4,9,83,2,4.5,0,3,0.77,1,1,46,3.0,2,1,4752.0
6244,93721937,0,100,1,0,1,0,3,1,2,303,0,4.76,1,2,1.88,1,1,45,1.0,3,5,5904.0
6245,341517397,0,90,0,1,1,2,2,1,1,356,4,4.95,0,1,1.51,1,1,33,1.0,6,1,3825.0
6247,25656919,0,99,0,0,1,0,2,1,1,277,3,4.67,1,2,3.37,1,1,27,1.0,5,6,10395.0
6248,76641392,0,98,1,5,1,0,8,4,4,125,3,4.94,0,5,4.79,1,1,37,2.0,7,5,62532.0
6249,76641392,0,98,1,5,1,0,2,1,1,135,7,4.92,0,5,5.09,1,1,36,1.0,7,5,24784.5
6250,9939391,1,94,1,0,1,0,6,2,3,249,3,4.86,1,1,2.77,1,1,29,2.0,5,8,35640.0
6251,91689207,0,98,1,18,1,0,2,1,1,78,0,4.67,1,16,0.21,1,1,15,1.0,6,5,1525.1999999999998
6252,363548373,3,73,0,4,0,0,4,2,4,3,0,5.0,0,3,0.67,1,1,25,2.0,2,1,5184.0
6253,122544994,0,100,1,2,1,0,4,2,2,310,0,4.91,0,1,2.52,1,1,56,1.0,9,4,29551.5
6255,363652350,1,76,1,0,0,2,2,1,1,51,0,4.94,0,2,2.23,1,1,39,1.0,2,1,2278.5
6256,278929279,1,90,0,0,1,0,4,1,2,296,1,4.47,0,3,1.91,1,1,56,1.0,5,2,21600.0
6257,278929279,1,90,0,0,1,0,6,2,4,196,2,4.8,0,3,1.9,1,1,59,1.5,5,2,42228.0
6258,259481658,0,100,1,0,1,0,6,2,3,257,4,4.84,1,1,1.61,1,1,42,2.0,4,2,26520.0
6259,43975149,0,99,0,10,1,2,2,1,1,313,1,4.75,1,6,1.4,1,1,49,1.0,5,6,9180.0
6260,7964857,1,75,0,0,1,0,7,3,3,283,0,4.0,0,1,0.09,1,1,17,2.5,4,8,6430.5
6261,8478447,0,92,1,1,1,0,8,3,4,308,3,4.81,1,1,1.96,1,1,60,3.0,4,8,99750.0
6262,14324932,0,89,0,37,1,2,2,1,1,300,0,3.67,1,35,0.34,1,1,16,1.0,4,7,13734.0
6263,54487736,0,100,0,0,0,0,8,2,4,231,2,4.54,1,3,2.57,1,1,33,2.5,3,5,42372.0
6264,15587716,0,100,0,15,1,2,4,1,2,331,1,4.73,1,14,2.32,1,1,43,1.0,11,7,11340.0
6265,33042137,0,99,0,31,1,0,5,1,3,355,0,4.67,1,31,0.58,1,1,34,1.0,7,6,8658.0
6266,139646304,0,99,0,14,1,0,4,1,2,81,3,4.52,1,14,2.86,1,1,34,1.0,8,4,11448.0
6268,35913207,0,100,0,0,1,0,3,1,2,134,2,5.0,0,1,2.0,1,1,48,1.0,7,6,468.0
6269,50476783,0,100,1,7,1,0,3,1,2,236,4,4.92,1,9,3.98,1,1,42,1.0,7,6,11664.0
6270,115666160,0,86,0,6,0,0,8,3,4,260,3,4.86,0,5,0.89,1,1,36,3.0,2,4,13266.0
6271,54487736,0,100,0,0,0,0,6,2,3,288,2,4.5,1,3,1.28,1,1,36,1.5,3,5,27360.0
6272,5192522,0,43,0,103,1,0,6,2,4,178,0,3.4,0,71,0.44,1,1,24,2.0,8,8,16949.25
6273,364748941,0,96,0,1,1,0,2,1,1,316,4,4.91,1,1,2.92,1,1,27,1.0,6,1,7920.0
6274,364810735,0,93,0,4,1,0,8,3,4,357,0,3.0,1,2,0.17,1,1,16,1.0,6,1,738.0
6275,243727762,0,100,0,5,1,0,4,1,2,299,0,4.57,1,4,0.47,1,1,38,1.0,4,2,4671.900000000001
6276,225327996,2,75,0,0,1,0,4,1,2,237,1,4.67,0,1,0.34,1,1,26,1.0,6,3,13500.0
6278,148537888,0,97,0,51,1,2,8,3,4,171,0,5.0,0,17,0.08,1,1,30,2.0,7,4,10202.1
6279,54487736,0,100,0,0,0,0,4,1,2,272,0,4.8,1,3,0.33,1,1,31,1.5,3,5,1260.0
6280,293497996,0,96,1,5,1,0,5,2,2,141,2,4.84,0,2,1.63,1,1,41,1.5,2,2,18513.0
6281,64122567,0,91,0,3,0,0,2,1,1,79,1,4.73,0,2,2.41,1,1,37,1.0,6,5,60750.0
6282,365014969,0,100,1,1,1,0,2,1,2,13,0,4.92,0,1,3.7,1,1,38,1.0,4,1,13416.0
6283,1833853,0,96,0,157,1,0,6,2,3,166,0,3.29,1,152,0.5,1,1,38,2.0,10,9,46206.0
6284,1833853,0,96,0,157,1,0,7,3,5,171,0,4.36,1,152,0.7,1,1,30,3.0,10,9,144531.0
6285,365088674,1,87,1,0,0,0,6,3,3,47,2,4.73,0,1,3.12,1,1,47,2.0,2,1,68400.0
6286,1688983,0,95,1,13,1,0,6,3,4,351,0,4.68,0,11,1.44,1,1,54,2.0,11,9,51030.0
6288,5192522,0,43,0,103,1,0,6,2,3,357,0,3.6,0,71,0.57,1,1,31,2.0,8,8,13950.0
6289,98849111,0,100,0,2,1,0,8,3,6,218,1,4.45,1,1,3.96,1,1,50,2.0,5,5,33984.0
6290,66224640,0,99,1,47,1,0,2,1,2,327,1,4.95,1,36,1.41,1,1,27,1.0,9,5,40820.4
6291,247452881,0,100,0,4,1,0,4,1,2,283,2,4.71,0,2,2.59,1,1,31,1.0,6,2,22950.0
6293,148537888,0,97,0,51,1,2,6,2,3,172,0,5.0,0,17,0.12,1,1,28,2.0,7,4,7719.0
6294,33042137,0,99,0,31,1,0,4,1,2,335,0,4.33,1,31,0.82,1,1,38,1.0,7,6,14850.0
6296,43975149,0,99,0,10,1,2,2,1,1,276,1,4.43,1,6,0.5,1,1,50,1.0,5,6,13770.0
6297,1833853,0,96,0,157,1,0,2,1,2,143,0,4.0,1,152,0.32,1,1,27,1.0,10,9,16279.199999999999
6298,365401228,0,100,1,2,1,0,2,1,1,91,3,4.97,0,1,2.53,1,1,23,1.0,4,1,22500.0
6299,68431422,0,98,0,45,1,2,8,3,4,171,0,5.0,0,22,0.29,1,1,30,2.0,8,5,10202.1
6300,15362033,2,64,0,28,1,0,4,1,1,2,0,5.0,0,16,0.38,1,1,29,1.0,8,7,3456.0
6304,365438808,0,98,0,2,0,0,6,3,3,291,1,4.68,1,1,1.44,1,1,37,2.0,2,1,14994.0
6305,9743916,0,88,1,13,1,0,6,2,4,270,0,4.67,0,8,0.37,1,1,53,2.0,4,8,11371.5
6306,10275168,0,99,1,1,0,0,8,3,4,194,1,4.83,1,3,4.49,1,1,24,2.0,4,8,31806.0
6308,144423919,0,97,1,0,1,0,8,3,3,167,0,4.89,0,1,2.39,1,1,37,2.0,8,4,16992.0
6309,155624532,0,95,1,5,1,0,8,3,5,28,4,4.89,0,1,2.81,1,1,56,3.0,8,4,80838.0
6310,68431422,0,98,0,45,1,2,4,2,2,171,0,5.0,0,22,0.08,1,1,33,2.0,8,5,6846.0
6312,327859472,0,100,1,25,1,0,7,3,4,332,3,4.75,1,22,2.82,1,1,54,3.0,4,1,88294.05
6313,195840264,0,100,1,1,0,0,2,1,1,2,0,4.83,1,23,1.92,1,1,39,1.0,2,3,3415.5
6314,7624914,0,99,0,23,1,0,6,2,4,354,1,4.9,1,29,0.91,1,1,35,2.0,5,8,20506.500000000004
6316,63245279,2,97,1,0,1,0,4,2,3,275,1,4.82,0,2,2.47,1,1,25,2.0,5,5,27246.0
6318,79954341,2,50,0,2,1,0,16,6,7,365,1,5.0,0,2,0.46,1,1,35,7.0,3,5,173418.0
6319,117881929,1,93,1,60,1,0,4,1,2,0,0,4.2,0,3,0.32,1,1,16,1.0,6,4,834.0
6320,174780501,0,100,0,116,1,0,8,3,5,299,0,4.4,1,111,2.24,1,1,33,2.0,5,3,135918.0
6321,105875222,0,88,0,1,1,0,3,2,2,164,1,4.8,0,1,0.56,1,1,48,1.0,7,5,3375.0
6322,243727762,0,100,0,5,1,0,4,1,2,263,1,4.94,1,4,1.26,1,1,37,1.0,4,2,5460.0
6323,57761801,0,99,0,39,1,0,4,1,1,115,8,4.63,1,39,2.45,1,1,10,1.0,5,5,3024.0
6324,57761801,0,99,0,39,1,0,4,1,1,113,1,4.71,1,39,0.46,1,1,12,1.0,5,5,1242.0
6326,57761801,0,99,0,39,1,0,4,1,1,118,2,4.29,1,39,0.97,1,1,11,1.0,5,5,2866.5
6327,177705163,0,97,0,37,1,2,4,1,2,100,0,4.14,0,35,2.92,1,1,27,2.0,6,3,3534.0
6328,243727762,0,100,0,5,1,0,4,1,2,291,0,4.91,1,4,0.9,1,1,40,1.0,4,2,7349.999999999999
6330,57761801,0,99,0,39,1,0,4,1,1,118,3,4.5,1,39,0.53,1,1,12,1.0,5,5,1269.0
6331,287861733,0,100,1,4,0,0,4,1,2,141,1,4.93,1,6,2.63,1,1,31,1.0,2,2,13824.0
6332,29761221,0,97,0,8,1,0,12,4,8,189,0,3.82,0,8,2.9,1,1,33,2.0,6,6,19902.0
6333,11509065,0,96,0,13,1,0,4,1,2,139,0,4.14,1,13,0.59,1,1,40,1.0,7,7,12169.5
6334,260469375,0,83,0,0,1,0,4,2,3,83,1,5.0,0,2,0.99,1,1,30,2.0,4,2,31185.0
6335,260469375,0,83,0,0,1,0,2,1,1,41,1,4.67,0,2,0.47,1,1,25,1.0,4,2,10500.0
6336,366203740,1,69,0,0,0,2,1,1,1,67,0,5.0,0,1,0.39,1,1,11,1.0,1,1,660.0
6337,240261510,0,100,0,13,1,0,12,3,5,335,2,4.47,0,12,2.25,1,1,34,2.0,6,2,51678.0
6338,81562288,0,100,1,4,1,0,2,1,1,128,1,5.0,1,4,1.44,1,1,33,1.0,5,5,2925.0
6340,263018520,0,83,0,9,1,3,1,1,1,360,0,5.0,0,9,0.34,1,1,13,2.0,6,2,472.5
6344,342266027,0,91,1,0,1,0,8,4,7,226,0,4.58,1,5,1.61,1,1,16,2.0,2,1,39690.0
6345,263018520,0,83,0,9,1,3,1,1,4,310,0,5.0,0,9,0.1,1,1,16,1.0,6,2,157.5
6346,351327660,0,98,1,0,0,0,2,1,1,12,1,4.91,1,1,2.52,1,1,39,1.0,2,1,27945.0
6347,225597185,2,57,1,1,1,0,6,2,3,213,2,4.81,0,15,2.74,1,1,17,2.0,4,3,16275.0
6348,312107513,2,79,0,0,1,0,4,2,2,107,1,4.72,0,1,2.74,1,1,48,1.0,4,2,15930.0
6349,313186996,0,98,1,3,1,0,5,2,3,352,2,4.74,1,2,1.49,1,1,41,1.0,6,2,8532.0
6350,17469794,0,94,0,53,1,0,10,3,6,328,2,4.61,1,53,1.36,1,1,44,3.0,8,7,37800.0
6353,176984504,0,89,0,16,1,3,1,1,4,310,1,4.75,0,19,0.87,1,1,18,1.0,7,3,1575.0
6354,120082333,0,99,1,1,1,0,4,1,2,188,2,4.79,1,2,2.35,1,1,53,1.5,4,4,47340.0
6355,1833853,0,96,0,157,1,0,6,3,4,144,0,4.67,1,152,0.32,1,1,34,2.0,10,9,43146.0
6356,58240884,0,100,1,6,1,0,7,1,6,274,0,4.86,1,5,1.81,1,1,52,1.0,7,5,8349.0
6357,174780501,0,100,0,116,1,0,2,1,1,322,2,4.47,1,111,1.26,1,1,33,1.0,5,3,21641.85
6359,174780501,0,100,0,116,1,2,2,1,1,344,3,4.79,1,111,1.59,1,1,32,1.0,5,3,21090.0
6360,174780501,0,100,0,116,1,0,2,1,1,339,0,4.46,1,111,1.72,1,1,30,1.0,5,3,24353.999999999996
6361,2001930,0,87,0,107,1,0,10,4,1,140,0,3.75,0,50,0.41,1,1,38,3.0,5,9,37590.0
6362,65130922,0,96,1,1,1,0,2,1,2,205,1,5.0,0,2,0.65,1,1,34,1.0,8,5,23220.0
6363,206942284,0,100,0,0,1,0,6,2,2,192,2,5.0,1,1,2.17,1,1,23,2.0,2,3,1350.0
6364,8487141,0,99,0,19,1,0,2,1,1,172,1,4.55,1,20,4.11,1,0,19,1.0,8,8,9942.900000000001
6365,145210617,0,99,0,278,1,0,2,1,1,363,1,5.0,1,3,0.51,1,1,31,1.0,4,4,37665.0
6366,66224640,0,99,1,47,1,0,2,1,2,316,3,4.8,1,36,1.38,1,1,26,1.0,9,5,38543.4
6368,304911530,0,98,1,2,1,2,2,1,1,283,5,4.85,1,1,5.21,1,1,25,1.0,4,2,11220.0
6369,144104637,1,92,1,0,0,2,3,1,1,39,0,4.95,1,1,1.29,1,1,68,1.0,2,4,3600.0
6370,5192522,0,43,0,103,1,2,6,2,4,109,0,4.0,0,71,0.27,1,1,28,2.0,8,8,9964.349999999999
6371,87060891,0,99,1,6,1,0,4,1,2,56,0,4.14,1,2,0.47,1,1,35,1.0,7,5,1539.0
6372,302851728,0,99,0,41,1,0,6,2,2,50,4,4.58,1,21,4.57,1,1,34,1.0,5,2,20462.399999999998
6373,182290672,3,59,0,1,0,2,2,1,1,363,0,4.33,0,2,0.77,1,1,12,1.0,2,3,585.0
6374,20234196,0,100,0,124,1,0,2,1,1,332,0,4.35,1,122,1.39,1,1,31,1.0,7,7,34938.149999999994
6375,20234196,0,100,0,124,1,2,2,1,1,304,2,4.43,1,122,3.27,1,1,30,1.0,7,7,51597.0
6377,174780501,0,100,0,116,1,0,2,1,1,356,1,4.78,1,111,0.73,1,1,30,1.0,5,3,9544.8
6378,51321294,0,100,0,0,1,0,6,3,4,120,2,4.42,0,1,1.41,1,1,51,2.0,3,6,20646.0
6379,20234196,0,100,0,124,1,0,2,1,1,339,1,4.0,1,122,0.83,1,1,32,1.0,7,7,6242.25
6380,20234196,0,100,0,124,1,0,6,1,3,313,1,4.5,1,122,0.99,1,1,38,1.0,7,7,23161.949999999997
6381,15358018,0,99,1,2,1,0,6,3,3,309,2,4.84,1,24,2.02,1,1,27,2.0,4,7,61948.799999999996
6383,118816531,0,99,0,3,1,0,6,1,3,261,0,4.91,1,4,0.78,1,1,36,1.0,7,4,12600.0
6384,327859472,0,100,1,25,1,0,6,2,2,322,0,5.0,1,22,0.33,1,1,31,2.0,4,1,1643.85
6385,36131385,0,99,0,1,1,0,5,2,2,75,6,4.75,1,1,4.74,1,1,32,1.0,5,6,127723.2
6386,363787370,1,96,1,0,1,0,4,2,2,249,2,4.87,0,2,1.03,1,1,54,2.0,4,1,37206.0
6387,227205675,0,100,1,6,1,0,4,1,2,306,0,4.86,1,5,2.37,1,1,34,1.0,4,3,7830.0
6388,276237245,0,71,1,0,1,2,2,1,1,339,3,4.86,0,1,2.0,1,1,41,1.0,2,2,11076.0
6389,30901191,0,96,0,0,0,0,6,3,3,106,0,4.86,0,1,2.6,1,1,44,2.0,3,6,65100.0
6390,178802479,0,98,0,0,1,0,2,1,1,312,3,4.67,0,1,7.18,1,1,57,1.0,6,3,20044.5
6394,96312723,0,96,0,7,1,2,1,1,1,74,1,4.14,0,7,0.46,1,1,41,1.0,5,5,6300.0
6395,368264927,0,100,0,0,0,0,6,1,3,312,2,4.5,1,3,3.33,1,1,37,1.0,1,1,8832.000000000002
6396,368264927,0,100,0,0,0,0,9,2,6,129,2,4.54,1,3,2.11,1,1,21,2.0,1,1,6877.499999999999
6397,368264927,0,100,0,0,0,0,8,2,5,327,1,4.47,1,3,2.67,1,1,22,2.0,1,1,8870.4
6398,5669280,0,100,1,0,1,0,6,2,3,97,0,4.86,0,1,1.68,1,1,52,2.5,4,8,60900.0
6399,6272954,0,96,1,3,1,0,8,3,3,293,1,4.71,0,2,1.43,1,1,64,2.0,6,8,66167.40000000001
6400,41511456,0,100,0,1,1,0,6,2,3,213,5,4.65,1,7,3.45,1,1,34,1.0,8,6,11008.5
6401,121702278,0,99,0,17,1,0,4,1,2,84,0,4.26,1,11,1.54,1,1,26,1.0,6,4,8121.6
6402,350798815,1,94,1,0,1,0,4,1,2,6,0,4.92,0,2,3.56,1,1,36,1.0,6,1,29559.6
6403,316899463,0,85,1,6,1,0,6,2,3,82,1,4.79,0,1,1.26,1,1,59,2.0,4,2,9559.949999999999
6404,63270318,1,70,0,1,1,0,6,2,2,122,1,4.76,0,1,1.18,1,1,55,2.5,9,5,30816.0
6406,207091811,0,89,1,0,1,0,8,4,5,159,0,5.0,0,1,1.2,1,1,58,3.0,4,3,47040.0
6407,126483964,0,94,0,10,1,0,6,3,3,20,0,4.0,0,17,0.11,1,1,22,3.5,2,4,27000.0
